Firmware:,,,5095,,CalTop,,15.65,,UpCurr,1100,,DnCur,800,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Format Line:,,,,,1,2,3,4,21,22,7,30,5,23,6,25,28,26,27,8,9,10,11,12,13,14,15,16,17,18,29,19,19,20,31,Calculated Data
,,,Position,,4,9,13,17,68,73,31,98,22,78,25,88,95,93,94,36,39,44,47,50,53,56,59,60,61,62,96,63,97,64,103,
### 0000000228-20190130093355.blg: 2019-01-30 09:33:55  -  2019-01-30 09:35:15 ###,,,# of Char,,5,4,4,5,5,5,5,4,3,5,6,5,1,1,1,3,5,3,3,3,3,3,1,1,1,1,1,1,1,4,3,
BLH0000000228190130093355M509515.6511000800,,Find 'B' character as start of packet,Time (s),Position (in),Data Set Count,Speed Actual,Target Speed,Position Motor Current,PM Current PID Output,MM Current PID Output,Mix Motor Current,MM Tach,Position Motor PWM Duty Cycle % (3 Bytes),Desired counts,Position Motor Encoder Count Starts at 4000,Target Count,PM Direction,Encoder overrun,Encoder underrun,Mix Motor PWM Duty Cycle %,Pump Motor Current,Pump Motor PWM Duty Cycle %,Upper Chamber Temp F,Lower Chamber Temp F ,Scour Heater TempF,Steamer Temp F,Water Shot Solenoid Status,Scour Solenoid Status,Front Door Switch Status,Flip Up Door Status ,Pinch occurred recently,Cup Size Beam ,"ProductDetect
3=small 4=med",Flowcount (ml),% Complete,Avg. Speed over 1 second (in/s)
BLD000512.100.8000.7801201436000.0000000.00000066066065073001100000000000000000009001801447200100022,,0,5.10,11.624,51,2.10,0.8,0.78,0,0,0.00,22,12,9,14360,14472,1,0,0,0,0.00,0,66,66,65,73,0,0,1,1,0,0,0,0,,0.369
BLD000521.050.8000.6901201441000.0000000.00000066066065073001100000000000000000009002461447200100022,,0,5.20,11.680,52,1.05,0.8,0.69,0,0,0.00,22,12,9,14410,14472,1,0,0,0,0.00,0,66,66,65,73,0,0,1,1,0,0,0,0,,0.316
BLD000530.300.8000.7401901442700.0000000.00000066066065073001100000000000000000009003601447200100022,,0,5.30,11.699,53,0.30,0.8,0.74,0,0,0.00,22,19,9,14427,14472,1,0,0,0,0.00,0,66,66,65,73,0,0,1,1,0,0,0,0,,0.305
BLD000540.400.8001.0302501444100.0000000.00000065066065072001100000000000000000009004321447200100022,,0,5.40,11.715,54,0.40,0.8,1.03,0,0,0.00,22,25,9,14441,14472,1,0,0,0,0.00,0,65,66,65,72,0,0,1,1,0,0,0,0,,0.310
BLD000551.000.8001.3302701447400.0000000.00000065066065072001100000000000000000009004381458000100022,,0,5.50,11.752,55,1.00,0.8,1.33,0,0,0.00,22,27,9,14474,14580,1,0,0,0,0.00,0,65,66,65,72,0,0,1,1,0,0,0,0,,0.302
BLD000561.400.8001.5202601452800.1000000.00000065066065072001100000000000000000009004141458000100022,,0,5.60,11.812,56,1.40,0.8,1.52,0,0,0.10,22,26,9,14528,14580,1,0,0,0,0.00,0,65,66,65,72,0,0,1,1,0,0,0,0,,0.272
BLD000571.550.3001.5202401458900.0000000.00000065066065072001100000000000000000003003001491800100025,,0,5.70,11.881,57,1.55,0.3,1.52,0,0,0.00,25,24,3,14589,14918,1,0,0,0,0.00,0,65,66,65,72,0,0,1,1,0,0,0,0,,0.229
BLD000581.350.3001.3301601464601.0009000.00000065066065072001100000000000000000003002341491800100025,,0,5.80,11.945,58,1.35,0.3,1.33,0,0,1.00,25,16,3,14646,14918,1,0,0,90,0.00,0,65,66,65,72,0,0,1,1,0,0,0,0,,0.185
BLD000590.600.3001.1301501467701.0009000.00000065066065072001100000000000000000003002521491800100025,,0,5.90,11.980,59,0.60,0.3,1.13,0,0,1.00,25,15,3,14677,14918,1,0,0,90,0.00,0,65,66,65,72,0,0,1,1,0,0,0,0,,0.164
BLD000600.150.3001.0801601468700.8009000.00000065066065072001100000000000000000003002941491800100025,,0,6.00,11.991,60,0.15,0.3,1.08,0,0,0.80,25,16,3,14687,14918,1,0,0,90,0.00,0,65,66,65,72,0,0,1,1,0,0,0,0,,0.165
BLD000610.100.3001.0801901468900.3009000.00000065066065072001100000000000000000003003241491800100025,,0,6.10,11.993,61,0.10,0.3,1.08,0,0,0.30,25,19,3,14689,14918,1,0,0,90,0.00,0,65,66,65,72,0,0,1,1,0,0,0,0,,0.183
BLD000620.150.3001.1702101469200.1005900.00000065066065072001100000000000000000003003481491800100025,,0,6.20,11.996,62,0.15,0.3,1.17,0,0,0.10,25,21,3,14692,14918,1,0,0,59,0.00,0,65,66,65,72,0,0,1,1,0,0,0,0,,0.199
BLD000630.250.3001.2902201469900.1005400.00000065066065072001100000000000000000003003661491800100025,,0,6.30,12.004,63,0.25,0.3,1.29,0,0,0.10,25,22,3,14699,14918,1,0,0,54,0.00,0,65,66,65,72,0,0,1,1,0,0,0,0,,0.212
BLD000640.500.3001.3302201471700.2004300.00000064065065072001100000000000000000003003541491800100025,,0,6.40,12.024,64,0.50,0.3,1.33,0,0,0.20,25,22,3,14717,14918,1,0,0,43,0.00,0,64,65,65,72,0,0,1,1,0,0,0,0,,0.213
BLD000650.750.3001.3802101474300.1002700.00000064065065072001100000000000000000003003241491800100025,,0,6.50,12.054,65,0.75,0.3,1.38,0,0,0.10,25,21,3,14743,14918,1,0,0,27,0.00,0,64,65,65,72,0,0,1,1,0,0,0,0,,0.204
BLD000660.700.3001.3302001477000.2000000.00000064065065072001100000000000000000003003121491800100025,,0,6.60,12.084,66,0.70,0.3,1.33,0,0,0.20,25,20,3,14770,14918,1,0,0,0,0.00,0,64,65,65,72,0,0,1,1,0,0,0,0,,0.192
BLD000670.550.3001.2901901479300.2000000.00000064065065072001100000000000000000003003121491800100025,,0,6.70,12.110,67,0.55,0.3,1.29,0,0,0.20,25,19,3,14793,14918,1,0,0,0,0.00,0,64,65,65,72,0,0,1,1,0,0,0,0,,0.184
BLD000680.400.3001.2901901481100.1000000.00000064065065072001100000000000000000003003181491800100025,,0,6.80,12.130,68,0.40,0.3,1.29,0,0,0.10,25,19,3,14811,14918,1,0,0,0,0.00,0,64,65,65,72,0,0,1,1,0,0,0,0,,0.181
BLD000690.300.3001.1702001482300.2000000.00000065066065073001100000000000000000003003361491800100025,,0,6.90,12.143,69,0.30,0.3,1.17,0,0,0.20,25,20,3,14823,14918,1,0,0,0,0.00,0,65,66,65,73,0,0,1,1,0,0,0,0,,0.184
